date,country,avg_temperature,humidity,co2_emission,energy_consumption,renewable_share,urban_population,industrial_activity_index,energy_price
2021-09-14,Netherlands,10.06,37.86,108.94,2469.99,16.36,81.95,70.63,174.12
2021-09-15,Netherlands,7.8,66.16,257.24,10476.02,15.73,61.3,46.45,185.19
2021-09-16,Netherlands,8.36,75.26,256.1,13241.8,12.81,78.84,56.6,168.49
2021-09-17,Netherlands,10.08,81.16,603.84,10348.61,14.01,80.38,47.45,124.37
2021-09-18,Netherlands,5.67,70.6,583.25,5771.71,9.72,60.41,96.87,146.4
2021-09-19,Netherlands,7.73,73.39,271.84,3632.21,13.82,66.18,85.18,96.65
2021-09-20,Netherlands,7.18,52.25,421.52,9716.4,16.63,83.09,77.27,32.88
2021-09-21,Netherlands,6.7,78.26,747.6,8112.26,14.41,84.64,42.29,151.15
2021-09-22,Netherlands,10.83,38.0,839.69,10506.82,13.45,74.32,42.2,184.36
2021-09-23,Netherlands,4.28,40.24,111.79,2093.02,11.3,70.91,90.23,122.57
2021-09-24,Netherlands,5.57,56.22,255.84,4713.19,8.01,83.98,56.91,185.29
2021-09-25,Netherlands,10.37,74.15,767.16,8748.97,12.02,61.07,51.66,153.1
2021-09-26,Netherlands,11.06,77.82,877.86,11724.34,17.01,71.2,55.98,73.6
2021-09-27,Netherlands,5.53,62.08,151.5,9789.57,8.58,72.13,53.84,72.37
2021-09-28,Netherlands,6.1,82.64,293.51,5213.95,16.34,60.27,75.94,65.4
2021-09-29,Netherlands,7.31,57.37,213.91,10876.6,13.11,69.54,98.08,89.42
2021-09-30,Netherlands,8.18,61.24,490.43,15603.93,17.39,79.27,62.29,132.04
2021-10-01,Netherlands,9.51,72.46,782.31,4378.97,16.88,73.59,40.2,38.79
2021-10-02,Netherlands,11.94,77.45,214.2,8683.11,9.87,69.26,70.68,141.61
2021-10-03,Netherlands,11.49,41.58,134.42,11413.61,15.49,80.72,84.04,59.21
2021-10-04,Netherlands,7.25,83.81,917.3,13599.26,14.55,87.43,74.07,173.86
2021-10-05,Netherlands,6.61,43.35,516.7,5513.38,12.26,88.38,99.07,92.09
2021-10-06,Netherlands,10.36,47.67,215.46,12149.24,11.78,75.0,62.52,41.04
2021-10-07,Netherlands,7.96,46.89,437.81,12932.23,17.49,61.93,67.71,154.14
2021-10-08,Netherlands,7.28,31.02,323.4,1962.96,9.78,77.88,96.44,193.57
2021-10-09,Netherlands,10.04,85.81,558.77,8169.2,11.39,71.65,86.74,99.15
2021-10-10,Netherlands,6.68,79.41,487.11,12644.92,14.42,64.36,66.0,179.98
2021-10-11,Netherlands,7.52,66.38,733.74,7875.75,7.92,64.02,43.35,33.94
2021-10-12,Netherlands,8.05,47.27,352.3,9957.25,16.01,86.78,93.19,130.0
2021-10-13,Netherlands,7.63,32.44,403.24,14902.31,14.47,83.97,88.52,79.19
2021-10-14,Netherlands,9.44,70.1,622.73,2010.86,13.04,76.92,55.95,50.2
2021-10-15,Netherlands,7.31,89.51,656.13,12849.74,7.36,89.4,55.49,136.52
2021-10-16,Netherlands,10.06,34.8,466.57,5790.91,7.66,89.5,96.53,50.38
2021-10-17,Netherlands,8.56,42.83,300.44,7101.19,15.98,67.22,43.62,84.83
2021-10-18,Netherlands,9.4,60.97,514.06,13651.71,17.93,71.55,71.24,148.2
2021-10-19,Netherlands,6.78,54.5,688.77,9208.81,18.06,79.91,70.94,59.06
2021-10-20,Netherlands,9.54,52.14,353.58,14760.68,11.16,77.43,41.91,194.69
2021-10-21,Netherlands,11.9,66.06,858.49,5705.5,9.52,71.9,61.42,192.83
2021-10-22,Netherlands,7.26,38.04,530.49,12953.15,12.8,72.57,86.5,42.24
2021-10-23,Netherlands,8.69,38.65,147.13,10312.95,8.08,71.84,94.67,167.29
2021-10-24,Netherlands,9.82,56.02,158.86,6966.49,12.72,84.83,45.14,135.43
2021-10-25,Netherlands,9.02,71.24,907.52,13562.62,14.16,89.83,54.33,128.06
2021-10-26,Netherlands,7.86,43.89,499.38,10260.76,15.49,81.03,93.92,164.06
2021-10-27,Netherlands,9.71,82.01,616.89,6885.03,13.13,78.6,50.63,166.42
2021-10-28,Netherlands,9.89,70.02,653.3,10092.28,10.22,80.48,46.15,90.95
2021-10-29,Netherlands,7.13,51.74,440.73,6182.42,11.02,62.25,82.57,51.45
2021-10-30,Netherlands,7.84,58.9,777.14,5996.48,13.45,67.98,46.58,146.97
2021-10-31,Netherlands,11.3,47.33,223.16,5863.92,13.11,88.1,62.86,106.39
2021-11-01,Netherlands,11.96,47.24,223.2,2411.33,12.84,77.46,83.28,112.6
2021-11-02,Netherlands,14.57,51.83,467.61,9489.03,12.59,86.09,91.4,173.95
2021-11-03,Netherlands,11.87,34.38,81.11,9243.83,13.66,87.22,93.33,63.84
2021-11-04,Netherlands,13.53,53.43,262.73,11536.22,7.99,84.24,77.38,161.34
2021-11-05,Netherlands,14.51,47.0,209.0,2272.6,14.86,87.36,44.37,180.06
2021-11-06,Netherlands,12.19,83.67,94.77,10083.01,13.98,72.6,82.72,146.73
2021-11-07,Netherlands,13.32,79.94,506.0,9662.96,12.27,62.42,42.89,148.91
2021-11-08,Netherlands,12.42,87.72,634.58,9593.28,11.94,77.24,96.89,144.95
2021-11-09,Netherlands,12.98,34.31,282.35,7820.67,11.68,82.5,95.97,150.47
2021-11-10,Netherlands,14.57,76.52,601.11,6205.27,13.41,78.21,53.79,88.73
2021-11-11,Netherlands,13.94,82.11,618.99,3918.52,14.24,80.2,89.48,136.41
2021-11-12,Netherlands,13.31,36.66,679.62,11442.13,13.0,85.76,60.86,193.73
2021-11-13,Netherlands,13.3,61.64,278.81,11051.59,15.95,88.18,40.32,148.4
2021-11-14,Netherlands,11.74,37.67,459.77,9678.42,8.76,67.0,87.8,164.14
2021-11-15,Netherlands,14.46,47.98,113.24,3416.07,18.2,63.01,66.85,131.17
2021-11-16,Netherlands,11.95,77.07,635.47,4473.24,8.13,68.67,48.47,61.58
2021-11-17,Netherlands,13.29,54.47,694.5,10283.23,15.36,79.07,68.98,30.6
2021-11-18,Netherlands,13.32,78.88,316.59,7865.43,8.63,76.07,73.32,126.44
2021-11-19,Netherlands,14.87,58.56,280.63,10910.16,14.15,89.24,70.65,106.95
2021-11-20,Netherlands,11.72,60.74,118.43,9648.05,17.67,67.05,68.03,191.56
2021-11-21,Netherlands,14.69,72.54,582.4,3570.3,9.41,80.98,95.65,49.37
2021-11-22,Netherlands,15.02,81.12,367.19,4160.43,9.77,62.08,58.44,55.52
2021-11-23,Netherlands,14.45,47.85,320.7,9941.21,8.98,79.9,43.87,125.52
2021-11-24,Netherlands,12.16,89.36,712.5,6105.75,14.1,71.84,83.76,50.32
2021-11-25,Netherlands,12.39,61.39,522.76,6391.2,12.21,76.02,47.66,76.34
2021-11-26,Netherlands,12.41,88.2,687.8,8477.05,9.29,69.81,47.84,82.72
2021-11-27,Netherlands,14.76,48.33,568.71,3841.0,17.47,67.52,77.11,93.31
2021-11-28,Netherlands,14.39,58.45,87.02,3348.09,9.74,83.17,82.35,86.77
2021-11-29,Netherlands,12.76,31.11,410.39,9145.11,13.65,71.53,99.89,70.72
2021-11-30,Netherlands,11.89,73.31,351.08,7541.71,13.92,74.1,97.06,105.67
2021-12-01,Netherlands,19.07,50.65,474.38,1903.01,9.61,77.89,58.13,85.76
2021-12-02,Netherlands,19.07,53.96,477.42,5092.02,7.93,81.64,94.24,61.43
2021-12-03,Netherlands,19.07,35.55,50.57,2775.64,7.68,78.88,64.18,72.33
2021-12-04,Netherlands,19.07,37.07,359.57,5513.2,13.66,60.88,72.64,111.91
2021-12-05,Netherlands,19.07,65.94,371.16,7966.79,12.78,83.67,96.24,115.61
2021-12-06,Netherlands,19.07,41.31,475.8,2387.25,9.37,70.91,77.08,136.48
2021-12-07,Netherlands,19.07,30.19,459.19,1128.04,13.46,77.41,67.13,152.62
2021-12-08,Netherlands,19.07,39.17,86.5,7813.31,9.17,74.74,73.92,162.78
2021-12-09,Netherlands,19.07,75.57,132.39,6477.37,9.68,70.07,75.64,192.13
2021-12-10,Netherlands,19.07,55.22,66.83,6929.6,14.5,85.17,98.02,186.44
2021-12-11,Netherlands,19.07,89.48,394.66,6009.46,17.54,63.9,42.91,113.27
2021-12-12,Netherlands,19.07,49.32,444.8,6058.43,15.8,76.16,46.5,179.17
2021-12-13,Netherlands,19.07,47.99,440.7,1026.35,17.68,77.97,52.75,87.07
2021-12-14,Netherlands,19.07,60.58,215.36,4993.42,17.88,71.17,40.93,44.68
2021-12-15,Netherlands,19.07,68.59,308.11,1622.62,13.11,67.62,59.16,151.83
2021-12-16,Netherlands,19.07,61.58,202.08,2171.82,14.18,70.95,51.67,145.83
2021-12-17,Netherlands,19.07,42.17,50.66,7284.83,16.06,66.71,42.57,144.73
2021-12-18,Netherlands,19.07,83.67,474.57,6118.09,11.27,81.5,42.74,121.59
2021-12-19,Netherlands,19.07,52.33,380.18,1576.17,11.3,63.04,45.2,49.99
2021-12-20,Netherlands,19.07,88.29,264.28,5143.91,16.09,67.79,85.76,118.99
2021-12-21,Netherlands,19.07,35.4,343.73,4851.38,16.45,88.73,90.08,90.93
2021-12-22,Netherlands,19.07,58.22,87.35,7033.16,16.06,64.86,70.31,163.1
2021-12-23,Netherlands,19.07,48.9,87.11,1214.29,9.51,61.82,65.06,112.67
2021-12-24,Netherlands,19.07,37.49,452.1,7877.94,14.14,74.68,62.98,63.67
2021-12-25,Netherlands,19.07,41.21,306.99,6581.24,8.99,71.39,68.33,102.68
2021-12-26,Netherlands,19.07,45.95,275.78,6211.03,14.39,74.02,54.43,190.31
2021-12-27,Netherlands,19.07,67.05,356.36,1534.33,16.09,86.3,80.98,164.22
2021-12-28,Netherlands,19.07,77.03,394.89,3155.37,15.65,68.67,54.66,53.55
2021-12-29,Netherlands,19.07,32.32,382.87,3193.45,14.04,71.26,84.5,156.91
2021-12-30,Netherlands,19.07,70.88,458.15,5483.02,14.94,78.55,86.22,97.37
2021-12-31,Netherlands,19.07,88.79,389.67,7549.43,17.47,64.65,66.74,89.76
2022-01-01,Netherlands,26.28,47.4,390.56,3508.93,16.35,88.17,89.61,85.94
2022-01-02,Netherlands,24.97,75.02,463.1,8205.28,12.68,68.57,62.41,120.88
2022-01-03,Netherlands,26.22,89.37,126.94,9843.85,17.57,62.5,62.43,166.89
2022-01-04,Netherlands,26.33,64.31,104.4,5405.08,14.18,82.75,81.5,146.77
2022-01-05,Netherlands,25.28,69.55,184.63,4162.94,13.22,87.11,87.26,180.61
2022-01-06,Netherlands,25.77,53.43,141.64,9669.78,12.37,79.19,84.1,48.47
2022-01-07,Netherlands,25.93,60.75,431.12,11796.94,14.3,63.06,73.39,99.38
2022-01-08,Netherlands,23.91,36.47,429.88,10695.83,13.06,67.08,72.01,121.43
2022-01-09,Netherlands,24.8,64.23,342.11,8191.97,11.86,67.34,93.11,120.7
2022-01-10,Netherlands,25.55,56.18,499.45,11419.52,13.18,88.01,95.04,175.29
2022-01-11,Netherlands,25.11,45.08,83.08,2357.94,20.24,80.07,96.87,35.8
2022-01-12,Netherlands,24.11,78.94,88.0,3148.94,15.88,74.68,76.19,67.69
2022-01-13,Netherlands,25.28,40.49,737.32,3316.53,19.49,63.83,99.65,51.37
2022-01-14,Netherlands,24.15,61.72,533.35,3238.83,15.66,71.86,56.34,45.09
2022-01-15,Netherlands,23.73,64.71,241.07,10670.41,19.11,71.28,91.07,162.97
2022-01-16,Netherlands,25.66,67.38,88.46,5209.95,18.19,84.1,44.75,79.23
2022-01-17,Netherlands,25.62,80.63,357.77,11183.67,16.66,75.34,94.98,145.77
2022-01-18,Netherlands,24.62,68.13,161.13,8811.29,15.57,63.18,80.46,47.92
2022-01-19,Netherlands,25.11,47.21,723.12,11463.79,15.65,75.85,67.47,167.66
2022-01-20,Netherlands,23.08,62.06,677.7,5988.61,17.11,71.35,73.85,126.59
2022-01-21,Netherlands,26.23,75.58,678.94,11992.41,21.97,73.75,60.34,140.32
2022-01-22,Netherlands,25.25,68.61,240.8,9427.24,16.01,85.81,82.34,139.81
2022-01-23,Netherlands,26.46,74.13,195.97,4913.17,19.46,81.27,86.31,198.42
2022-01-24,Netherlands,24.63,78.63,306.47,1827.35,18.65,86.1,61.68,30.46
2022-01-25,Netherlands,25.17,82.94,303.21,11810.81,18.46,63.56,47.4,103.02
2022-01-26,Netherlands,23.41,86.34,262.75,4566.98,20.8,83.93,49.11,33.04
2022-01-27,Netherlands,24.26,44.63,647.77,6100.87,20.92,74.23,86.57,41.56
2022-01-28,Netherlands,26.37,35.72,688.15,5558.22,21.61,72.79,84.56,128.76
2022-01-29,Netherlands,25.04,41.66,385.83,8033.94,13.62,81.81,77.15,130.36
2022-01-30,Netherlands,24.9,40.51,89.69,6471.85,16.75,70.43,93.45,145.08
2022-01-31,Netherlands,24.32,55.12,111.5,3569.26,17.44,63.53,81.11,128.93
2022-02-01,Netherlands,27.77,30.96,486.79,9481.86,18.18,82.21,94.24,185.49
2022-02-02,Netherlands,30.08,34.67,661.57,11521.07,13.27,78.36,49.83,126.7
2022-02-03,Netherlands,29.18,85.33,178.13,5200.8,15.35,71.35,95.07,58.33
2022-02-04,Netherlands,27.64,30.5,320.38,4149.19,16.64,81.07,41.0,198.25
2022-02-05,Netherlands,30.4,57.96,596.5,4823.26,16.18,84.92,51.66,120.76
2022-02-06,Netherlands,31.93,67.0,399.58,6416.86,18.02,68.5,73.83,175.35
2022-02-07,Netherlands,26.34,39.95,126.52,11670.65,11.06,78.53,85.59,72.9
2022-02-08,Netherlands,28.52,39.97,417.4,5909.98,17.79,73.33,56.81,67.43
2022-02-09,Netherlands,27.86,39.19,672.19,11829.21,17.04,60.19,71.1,40.28
2022-02-10,Netherlands,27.13,71.74,669.36,7931.97,20.01,78.69,86.69,151.28
2022-02-11,Netherlands,28.19,38.77,797.86,6637.69,18.11,65.66,40.33,103.17
2022-02-12,Netherlands,29.58,46.94,321.49,12224.24,17.59,82.88,43.12,168.77
2022-02-13,Netherlands,30.84,46.0,662.71,1936.86,15.75,86.58,57.13,115.07
2022-02-14,Netherlands,31.52,30.57,891.13,12636.84,19.4,84.2,92.97,160.72
2022-02-15,Netherlands,29.4,70.42,467.95,4624.42,19.04,79.48,98.81,135.93
2022-02-16,Netherlands,26.34,31.99,463.7,13208.62,16.19,74.3,49.66,152.86
2022-02-17,Netherlands,27.3,59.72,379.41,7161.03,13.49,64.92,50.69,162.57
2022-02-18,Netherlands,30.37,33.35,94.2,2841.85,13.24,60.49,43.48,86.19
2022-02-19,Netherlands,30.29,56.9,321.45,2609.07,13.94,62.11,87.11,175.66
2022-02-20,Netherlands,27.39,75.9,762.82,13160.92,15.18,66.3,75.82,139.54
2022-02-21,Netherlands,31.61,30.82,711.46,9262.31,17.54,84.71,45.41,132.03
2022-02-22,Netherlands,31.46,74.64,910.95,12551.21,20.13,88.62,90.68,149.9
2022-02-23,Netherlands,26.6,71.26,762.11,14792.77,17.68,65.98,59.04,77.33
2022-02-24,Netherlands,29.82,63.31,280.3,13972.25,19.21,61.32,57.24,136.29
2022-02-25,Netherlands,26.38,43.2,490.66,11393.02,14.24,68.15,91.18,48.46
2022-02-26,Netherlands,30.79,36.69,341.08,4227.09,18.01,77.83,89.85,107.42
2022-02-27,Netherlands,29.57,41.41,412.82,13318.92,13.75,87.83,93.59,53.01
2022-02-28,Netherlands,30.81,83.6,570.64,3162.35,13.16,75.57,77.46,166.61
2022-03-01,Netherlands,32.8,36.92,958.87,3011.39,11.58,61.21,80.34,35.28
2022-03-02,Netherlands,27.14,76.56,835.5,13750.81,17.42,83.21,98.78,186.6
2022-03-03,Netherlands,27.69,57.25,304.76,11934.01,17.34,80.04,75.91,111.15
2022-03-04,Netherlands,33.82,85.82,129.52,5397.54,20.19,84.83,51.15,121.59
2022-03-05,Netherlands,34.0,60.15,382.48,14170.52,17.3,64.77,45.2,82.84
2022-03-06,Netherlands,27.55,87.91,553.77,10974.92,20.05,72.69,73.46,125.92
2022-03-07,Netherlands,27.51,33.39,242.65,11772.03,12.4,85.43,82.35,122.72
2022-03-08,Netherlands,29.08,69.47,415.8,4484.9,11.21,70.13,59.59,162.93
2022-03-09,Netherlands,32.83,34.06,959.91,6733.32,18.42,80.48,99.57,85.84
2022-03-10,Netherlands,28.05,52.75,379.64,11484.29,16.46,63.4,88.4,143.37
2022-03-11,Netherlands,30.06,69.3,909.04,4615.58,12.59,84.59,48.69,117.0
2022-03-12,Netherlands,33.08,60.43,576.29,15332.92,16.52,62.15,84.24,138.43
2022-03-13,Netherlands,29.17,52.04,128.29,6607.26,21.73,84.79,72.65,140.82
2022-03-14,Netherlands,28.02,81.95,815.5,5932.53,13.93,61.98,80.2,121.22
2022-03-15,Netherlands,28.99,73.4,269.96,12569.79,19.93,77.18,72.72,90.94
2022-03-16,Netherlands,29.8,38.33,792.83,7563.6,16.81,88.51,69.73,155.39
2022-03-17,Netherlands,33.33,35.14,109.41,15555.16,14.63,62.27,66.34,165.16
2022-03-18,Netherlands,33.68,84.84,765.21,13069.6,15.8,80.39,56.65,114.38
2022-03-19,Netherlands,29.83,83.87,672.91,7138.51,14.24,71.41,87.24,153.07
2022-03-20,Netherlands,27.16,73.7,486.43,3077.01,12.44,75.21,47.65,105.52
2022-03-21,Netherlands,32.65,36.96,572.55,8626.67,14.42,67.68,69.11,85.93
2022-03-22,Netherlands,32.18,44.87,445.57,3189.73,20.59,75.79,72.56,114.17
2022-03-23,Netherlands,30.6,34.49,336.12,12171.81,17.32,78.43,86.01,157.49
2022-03-24,Netherlands,32.29,70.89,218.34,8415.8,21.82,78.22,68.0,117.28
2022-03-25,Netherlands,33.25,49.32,375.73,2203.42,16.72,65.67,65.55,112.07
2022-03-26,Netherlands,33.88,80.87,573.14,15170.27,15.17,82.93,74.65,91.69
2022-03-27,Netherlands,30.99,68.11,380.37,6065.28,12.67,71.74,55.29,40.25
2022-03-28,Netherlands,30.64,35.36,120.35,15726.6,14.15,64.86,99.0,72.52
2022-03-29,Netherlands,28.04,60.01,766.09,10099.79,10.38,67.52,51.92,51.95
2022-03-30,Netherlands,32.74,83.08,176.75,6806.73,19.7,63.78,83.31,196.97
2022-03-31,Netherlands,33.64,52.6,236.55,13761.38,11.65,84.85,91.51,65.47
2022-04-01,Netherlands,28.83,33.36,319.1,13345.33,20.27,61.89,68.46,143.2
2022-04-02,Netherlands,26.31,77.35,712.5,3615.97,18.08,87.06,53.38,154.99
2022-04-03,Netherlands,31.72,77.45,193.97,4802.71,15.22,75.22,76.23,121.57
2022-04-04,Netherlands,28.21,76.43,330.44,7042.57,12.37,67.01,84.78,123.56
2022-04-05,Netherlands,26.77,50.2,146.41,3344.27,18.79,81.83,87.87,94.63
2022-04-06,Netherlands,26.85,74.11,534.04,9362.72,16.41,75.46,69.47,133.5
2022-04-07,Netherlands,27.13,85.47,452.0,1940.2,14.86,87.57,80.57,44.86
2022-04-08,Netherlands,27.0,59.35,773.04,6661.69,17.65,88.59,57.02,127.0
2022-04-09,Netherlands,28.87,87.58,773.68,8096.81,16.71,71.26,87.96,30.73
2022-04-10,Netherlands,31.08,74.88,343.68,11796.5,15.08,61.11,97.8,133.72
2022-04-11,Netherlands,31.69,82.57,437.44,2964.94,14.83,83.49,97.67,134.07
2022-04-12,Netherlands,27.62,64.37,600.21,6791.48,12.86,87.25,56.03,35.2
2022-04-13,Netherlands,29.5,47.19,764.63,7070.57,16.59,68.64,76.51,107.9
2022-04-14,Netherlands,32.05,73.33,599.31,14755.9,13.05,71.6,54.31,127.31
2022-04-15,Netherlands,28.04,72.99,397.59,12378.23,15.89,79.58,45.95,47.0
2022-04-16,Netherlands,27.68,71.15,852.45,13831.27,10.11,60.16,69.52,139.27
2022-04-17,Netherlands,30.25,79.18,728.06,2512.43,15.4,85.12,85.38,138.24
2022-04-18,Netherlands,30.06,30.63,687.02,11821.34,15.63,67.69,68.24,57.55
2022-04-19,Netherlands,27.22,83.09,644.01,12085.4,19.67,63.97,45.43,56.06
2022-04-20,Netherlands,28.75,89.12,217.86,11327.25,16.6,70.7,61.18,79.81
2022-04-21,Netherlands,30.03,83.79,303.38,4914.7,12.75,68.88,84.26,163.06
2022-04-22,Netherlands,28.06,86.24,454.11,5283.24,19.69,84.82,75.47,128.44
2022-04-23,Netherlands,29.88,66.55,848.91,5278.29,20.7,87.93,75.69,123.82
2022-04-24,Netherlands,31.35,86.29,102.61,2820.52,12.4,78.64,95.06,102.54
2022-04-25,Netherlands,27.88,52.04,440.71,9973.94,14.84,61.18,82.04,97.7
2022-04-26,Netherlands,27.18,40.51,459.5,6685.88,20.97,70.4,63.89,189.87
2022-04-27,Netherlands,31.77,37.84,649.9,2894.37,14.62,87.51,49.79,142.99
2022-04-28,Netherlands,29.38,69.81,637.95,10414.64,14.68,83.65,77.23,139.74
2022-04-29,Netherlands,31.36,85.97,378.28,8628.71,15.46,84.07,53.08,179.18
2022-04-30,Netherlands,26.74,32.53,295.08,8708.1,14.62,67.16,60.97,115.81
2022-05-01,Netherlands,25.28,84.83,571.36,10852.55,21.12,78.78,91.71,40.66
2022-05-02,Netherlands,26.11,40.3,631.3,6139.2,12.29,87.36,54.89,97.69
2022-05-03,Netherlands,25.3,89.53,618.1,4669.31,10.54,69.94,56.41,194.55
2022-05-04,Netherlands,24.87,83.41,214.82,5954.19,15.4,77.07,79.33,126.23
2022-05-05,Netherlands,26.23,66.61,209.98,8829.94,15.08,82.02,43.06,40.6
2022-05-06,Netherlands,24.3,55.34,517.57,9297.3,10.75,65.94,40.86,130.02
2022-05-07,Netherlands,23.82,63.41,237.25,5413.1,15.32,64.91,88.27,118.5
2022-05-08,Netherlands,24.98,43.15,641.85,11409.5,12.52,69.0,86.36,138.04
2022-05-09,Netherlands,23.84,74.37,306.69,3147.82,19.16,85.87,78.28,95.65
2022-05-10,Netherlands,24.94,68.19,639.93,7675.28,15.94,67.55,86.25,57.98
2022-05-11,Netherlands,24.88,78.4,557.35,5379.18,12.09,86.85,65.16,71.9
2022-05-12,Netherlands,23.98,41.98,486.01,11385.28,18.18,88.29,87.3,121.51
2022-05-13,Netherlands,24.43,51.81,605.29,3091.9,14.23,79.74,69.97,68.18
2022-05-14,Netherlands,26.47,61.9,451.17,11728.82,21.05,74.81,72.06,151.2
2022-05-15,Netherlands,23.74,60.14,627.03,5195.89,14.57,63.03,42.14,164.81
2022-05-16,Netherlands,23.7,80.09,723.86,6669.75,9.49,68.59,47.31,36.4
2022-05-17,Netherlands,25.85,32.84,747.77,6162.73,17.3,84.27,58.73,50.94
2022-05-18,Netherlands,23.17,51.69,484.08,5528.79,18.04,75.08,57.51,118.93
2022-05-19,Netherlands,24.73,32.51,405.04,8096.21,11.63,64.53,74.16,71.95
2022-05-20,Netherlands,26.44,84.32,492.76,1630.76,19.34,66.63,49.9,163.88
2022-05-21,Netherlands,26.15,68.07,608.87,9354.38,12.71,76.27,87.83,174.8
2022-05-22,Netherlands,24.13,79.99,509.02,8683.98,17.45,84.16,78.63,135.78
2022-05-23,Netherlands,25.45,75.52,246.04,6567.18,15.29,75.97,41.27,175.64
2022-05-24,Netherlands,24.53,45.81,651.3,6355.39,20.21,85.41,81.02,195.79
2022-05-25,Netherlands,24.58,48.05,320.45,2252.11,13.04,80.1,70.54,47.99
2022-05-26,Netherlands,26.09,48.26,211.72,4468.55,10.53,69.37,52.5,38.72
2022-05-27,Netherlands,25.7,75.7,192.51,6303.62,18.24,75.1,43.82,102.07
2022-05-28,Netherlands,25.32,47.24,724.44,8143.7,18.14,75.66,96.68,92.98
2022-05-29,Netherlands,24.4,60.82,618.12,11744.27,19.47,86.71,47.46,159.43
2022-05-30,Netherlands,26.51,37.69,259.62,10397.81,9.56,73.22,59.25,189.8
2022-05-31,Netherlands,25.24,36.55,83.57,11121.8,15.48,89.49,65.35,136.21
2022-06-01,Netherlands,19.07,86.27,464.49,1062.77,12.16,66.93,78.0,40.64
2022-06-02,Netherlands,19.07,49.32,93.18,2263.89,12.06,68.85,97.68,143.86
2022-06-03,Netherlands,19.07,67.17,128.85,3800.94,17.64,79.14,48.44,53.45
2022-06-04,Netherlands,19.07,57.86,317.49,7728.79,15.9,83.13,77.1,97.34
2022-06-05,Netherlands,19.07,58.3,315.67,4785.32,11.35,78.94,52.58,109.67
2022-06-06,Netherlands,19.07,83.6,144.24,2454.94,9.54,89.75,47.26,175.59
2022-06-07,Netherlands,19.07,77.2,58.83,4796.3,10.75,79.31,81.96,121.82
2022-06-08,Netherlands,19.07,53.38,191.65,6588.89,11.36,67.64,95.96,191.98
2022-06-09,Netherlands,19.07,74.83,187.36,4004.98,21.65,70.07,40.98,139.04
2022-06-10,Netherlands,19.07,52.65,467.52,2828.13,21.96,68.04,73.49,88.95
2022-06-11,Netherlands,19.07,66.75,418.24,2235.95,11.46,81.56,66.91,160.44
2022-06-12,Netherlands,19.07,56.78,195.32,1346.66,16.14,75.43,91.87,176.21
2022-06-13,Netherlands,19.07,31.09,221.43,1592.6,17.2,76.69,64.62,92.88
2022-06-14,Netherlands,19.07,64.1,386.05,5483.39,11.14,81.92,95.4,198.75
2022-06-15,Netherlands,19.07,72.89,388.41,6991.83,19.34,64.94,43.3,155.79
2022-06-16,Netherlands,19.07,80.24,287.92,6661.11,16.71,60.89,65.83,66.77
2022-06-17,Netherlands,19.07,79.47,143.74,5072.25,12.67,64.86,70.43,69.47
2022-06-18,Netherlands,19.07,72.35,294.28,1757.57,12.77,86.45,86.61,83.46
2022-06-19,Netherlands,19.07,64.16,154.31,5881.03,18.58,62.98,94.55,85.85
2022-06-20,Netherlands,19.07,71.52,257.85,1963.02,20.73,68.95,69.53,139.47
2022-06-21,Netherlands,19.07,54.62,77.77,2695.65,12.54,60.85,59.01,122.57
2022-06-22,Netherlands,19.07,86.26,190.94,2316.59,20.49,65.63,75.49,166.79
2022-06-23,Netherlands,19.07,36.05,197.85,5339.23,17.67,81.73,51.15,157.71
2022-06-24,Netherlands,19.07,54.65,172.76,5181.44,18.97,60.87,45.2,52.28
2022-06-25,Netherlands,19.07,34.62,367.32,1100.97,11.6,86.41,50.76,150.26
2022-06-26,Netherlands,19.07,61.38,460.98,4700.72,14.19,69.5,46.56,145.86
2022-06-27,Netherlands,19.07,58.69,472.2,5663.51,18.35,88.54,44.13,146.68
2022-06-28,Netherlands,19.07,84.68,340.3,5924.88,16.41,75.42,50.68,92.01
2022-06-29,Netherlands,19.07,38.91,452.77,7225.57,15.79,61.69,45.05,32.13
2022-06-30,Netherlands,19.07,31.27,469.76,1723.51,18.69,82.87,44.97,165.94
2022-07-01,Netherlands,14.09,87.24,522.84,11024.87,11.94,62.44,61.7,36.35
2022-07-02,Netherlands,12.16,40.95,366.78,4504.4,16.45,74.51,76.05,102.8
2022-07-03,Netherlands,12.98,42.16,556.1,11012.02,13.08,77.45,87.55,104.99
2022-07-04,Netherlands,13.34,83.08,360.62,6878.84,18.87,83.89,52.31,69.77
2022-07-05,Netherlands,11.77,41.07,164.29,8457.31,12.41,76.33,65.77,67.15
2022-07-06,Netherlands,13.49,36.52,316.17,8596.58,11.48,65.75,79.84,32.53
2022-07-07,Netherlands,12.16,86.02,745.61,8987.86,12.93,67.52,57.45,151.55
2022-07-08,Netherlands,14.39,39.48,81.45,1623.07,17.44,85.76,63.08,194.58
2022-07-09,Netherlands,11.97,84.16,500.62,5413.76,18.57,75.49,92.45,181.04
2022-07-10,Netherlands,11.94,55.15,742.67,8653.58,18.59,61.63,78.27,41.39
2022-07-11,Netherlands,12.7,87.32,479.32,7830.46,19.41,62.49,91.52,191.27
2022-07-12,Netherlands,14.92,84.33,264.72,3841.56,19.1,80.72,41.27,192.14
2022-07-13,Netherlands,11.66,48.62,366.7,8243.72,21.58,61.94,47.08,171.23
